# straf3 pacing log v2
# present_mode=fifo  build=release
# present_mode_requested=fifo
# warmup_ns=24150600  frames=10125
# cmdline="straf3.exe --exit-after 62000 --pacing-log probes/pacing/results/static/straf3-fifo-2.csv --no-pb"
# host_wddm_driver=32.0.15.6094
# host_workload=static-coil-noghost
# frame_latency=2
# available=[fifo,fifo_relaxed,mailbox,immediate]
# adapter="NVIDIA GeForce RTX 3060 Ti"
# adapter_type=DiscreteGpu
# backend=Vulkan
# gpu_driver=NVIDIA
# gpu_driver_info=560.94
# refresh_mhz=165000
# window_px=1280x720
# monitor_px=1920x1080
# map=Map
# profile=cpm
# command_hz=125
# driven_by=live-input
# warmup_ns is the first-to-second rendered frame: swapchain warm-up, not a frame time, and NOT a data row below
frame,delta_ns
1156,6156400
1157,6107200
1158,6091700
1159,6039600
1160,6122900
1161,6021000
1162,6078700
1163,6073100
1164,6067800
1165,6033200
1166,6084100
1167,6064500
1168,6059700
1169,6013900
1170,6114700
1171,6043700
1172,6820100
1173,5307600
1174,6122200
1175,6039800
1176,6080700
1177,6029300
1178,6090400
1179,6089100
1180,6133700
1181,5955300
1182,6086000
1183,6162900
1184,5981200
1185,6113900
1186,6014200
1187,6049900
1188,6058800
1189,6105700
1190,6025700
1191,6066600
1192,6084000
1193,6041900
1194,6106700
1195,6097000
1196,5981200
1197,6037900
1198,6084700
1199,6112200
1200,6039300
1201,6100800
1202,5994600
1203,6129600
1204,6118200
1205,6039100
1206,6029600
1207,6156700
1208,5935800
1209,6080800
1210,6095400
1211,6050100
1212,6072800
1213,5997800
1214,6080200
1215,6125500
1216,6016800
1217,6114100
1218,6052400
1219,6035000
1220,6089800
1221,6164000
1222,5979100
1223,6138900
1224,5993300
1225,6096400
1226,6021900
1227,6010800
1228,6128200
1229,6049700
1230,6028000
1231,6120300
1232,6078700
1233,6044800
1234,6194400
1235,5930300
1236,6115800
1237,6172400
1238,6012600
1239,5945900
1240,6150800
1241,6015100
1242,6065500
1243,6019800
1244,6125900
1245,6076900
1246,6140800
1247,5945100
1248,6073600
1249,6728500
1250,5406800
1251,6722700
1252,5378800
1253,6143900
1254,6131600
1255,6012300
1256,5995400
1257,6071000
1258,6167100
1259,5960900
1260,6024300
1261,6108100
1262,6048700
1263,6046600
1264,8053900
1265,4111200
1266,6050400
1267,6071400
1268,6073600
1269,6085300
1270,6126200
1271,6016600
1272,6053900
1273,6106200
1274,6001600
1275,6092500
1276,6045200
1277,6029400
1278,6141900
1279,6016500
1280,6070000
1281,6030200
1282,6067300
1283,6037000
1284,6356600
1285,5799100
1286,6037300
1287,6133100
1288,6085300
1289,6017700
1290,6177100
1291,6238200
1292,5920700
1293,6012600
1294,6127300
1295,5995700
1296,6132200
1297,5982600
1298,6066800
1299,6226600
1300,5933300
1301,6096900
1302,6052400
1303,6001200
1304,6046000
1305,5985100
1306,6177000
1307,6031500
1308,6115200
1309,6069100
1310,6071800
1311,6062700
1312,6114900
1313,6013800
1314,6054100
1315,6116500
1316,6013500
1317,6256300
1318,5884100
1319,6117800
1320,6087100
1321,6137500
1322,6133900
1323,6158700
1324,6052900
1325,5992300
1326,6016000
1327,6408300
1328,5730800
1329,6113000
1330,7639200
1331,4418600
1332,6173600
1333,6102900
1334,6019700
1335,5961200
1336,6556600
1337,6365500
1338,5769200
1339,5909500
1340,7180500
1341,4787100
1342,6332300
1343,5954200
1344,6072200
1345,5909800
1346,6076300
1347,6141800
1348,5928100
1349,5959400
1350,6573600
1351,5475700
1352,6170100
1353,6178300
1354,5920400
1355,5863500
1356,6063100
1357,6099000
1358,6027500
1359,6020700
1360,6133200
1361,6015400
1362,6078000
1363,6003600
1364,6244400
1365,6046500
1366,5958900
1367,6111600
1368,5998500
1369,6116300
1370,6657700
1371,5584100
1372,5998500
1373,6220500
1374,6477200
1375,5448000
1376,6021800
1377,6075000
1378,6030700
1379,6067200
1380,6144400
1381,6081400
1382,5999800
1383,6125200
1384,6001700
1385,6113400
1386,6206800
1387,5963400
1388,5972700
1389,6088200
1390,6094800
1391,6047900
1392,6008500
1393,6263200
1394,5876500
1395,6075800
1396,6069200
1397,6142500
1398,5973500
1399,6098900
1400,6096500
1401,6047400
1402,6081700
1403,6051300
1404,6132200
1405,5991700
1406,6155800
1407,6005400
1408,6095400
1409,6091500
1410,6036600
1411,6095300
1412,6115600
1413,6116600
1414,5960600
1415,6074800
1416,6216700
1417,6052100
1418,6073100
1419,5921100
1420,6125400
1421,5989500
1422,6119000
1423,6049400
1424,6805400
1425,5290600
1426,6076500
1427,6017300
1428,6037800
1429,6555200
1430,5568200
1431,6091400
1432,6070700
1433,6047100
1434,6060300
1435,6144700
1436,6041800
1437,6087300
1438,6011900
1439,6063500
1440,6016700
1441,6096400
1442,5992200
1443,6159900
1444,6046300
1445,6120200
1446,5998400
1447,6042900
1448,6146700
1449,5990100
1450,6081500
1451,6163500
1452,5981500
1453,6022100
1454,6076600
1455,6215900
1456,5962200
1457,6035800
1458,6137100
1459,6069200
1460,6041300
1461,6112000
1462,6193500
1463,5796600
1464,6489500
1465,5733900
1466,6074800
1467,6068100
1468,5981000
1469,6077000
1470,6112300
1471,6013300
1472,6118700
1473,6028000
1474,6087800
1475,5966200
1476,6184500
1477,6024400
1478,6060700
1479,6061800
1480,6160200
1481,6006000
1482,6067300
1483,6004100
1484,6119300
1485,7651100
1486,4475800
1487,5985500
1488,6093300
1489,6099800
1490,6059300
1491,6064000
1492,6047800
1493,6073200
1494,6204300
1495,6183500
1496,6108600
1497,5933200
1498,7888300
1499,4108800
1500,6012800
1501,6130900
1502,6093000
1503,6135300
1504,6120400
1505,6145500
1506,5990300
1507,5965400
1508,6131300
1509,6039700
1510,5957000
1511,6058100
1512,6156700
1513,6030400
1514,6201700
1515,5916000
1516,6059900
1517,6090200
1518,6901600
1519,5252800
1520,6016600
1521,6009300
1522,6090900
1523,6108400
1524,6053600
1525,5971900
1526,6115800
1527,6136500
1528,6034700
1529,6009200
1530,6081200
1531,6079000
1532,6055200
1533,6087900
1534,6024000
1535,6093300
1536,6050000
1537,6066400
1538,6087700
1539,6027600
1540,6073100
1541,6037400
1542,6218300
1543,5929300
1544,6079400
1545,6468900
1546,5664300
1547,6045700
1548,6170900
1549,5967700
1550,6137300
1551,7234300
1552,4856300
1553,6077800
1554,6092600
1555,6399800
1556,5810500
1557,5980200
1558,6100200
1559,6007200
1560,6053700
1561,6032100
1562,6010500
1563,6079000
1564,6172100
1565,5920000
1566,6173500
1567,6063100
1568,6135200
1569,5971700
1570,6121900
1571,6245400
1572,5843400
1573,6093000
1574,6109300
1575,6022000
1576,6059600
1577,6090000
1578,5976200
1579,6195400
1580,6150400
1581,5892600
1582,6092500
1583,6186600
1584,7268600
1585,4724300
1586,6085800
1587,6039900
1588,6303000
1589,5846800
1590,6142400
1591,5960000
1592,6052200
1593,6058100
1594,6060600
1595,6052700
1596,6137200
1597,6080200
1598,5999000
1599,6023700
1600,6128800
1601,5996000
1602,6328700
1603,6044700
1604,5945100
1605,6081400
1606,6005700
1607,6165200
1608,5994100
1609,6059700
1610,6145700
1611,6015700
1612,6011700
1613,6081500
1614,6113800
1615,6002900
1616,6049500
1617,6768600
1618,5415300
1619,6044800
1620,6043500
1621,6203400
1622,5977000
1623,6035100
1624,6060700
1625,6090100
1626,6072400
1627,6058200
1628,6037500
1629,6014200
1630,6137100
1631,6101400
1632,5985100
1633,6133200
1634,6144000
1635,5965000
1636,6037600
1637,6083400
1638,6135700
1639,5963400
1640,6052500
1641,6121100
1642,6047000
1643,6145400
1644,6168400
1645,5849700
1646,6211300
1647,6042100
1648,6054300
1649,5997700
1650,6228200
1651,6013700
1652,6140100
1653,7882200
1654,4483900
1655,5851000
1656,6087800
1657,6009100
1658,6067700
1659,6058600
1660,6295500
1661,5873800
1662,6026000
1663,7313400
1664,4862900
1665,6092800
1666,6041000
1667,6043500
1668,6029000
1669,6068800
1670,6121600
1671,6087300
1672,6009600
1673,7242000
1674,4856300
1675,6199600
1676,6033700
1677,6070400
1678,5985000
1679,6089300
1680,6076900
1681,6068300
1682,6053400
1683,6068900
1684,6005800
1685,5975500
1686,5974300
1687,6722200
1688,5412900
1689,6094300
1690,6028800
1691,6080100
1692,6215900
1693,6032100
1694,5953900
1695,6145400
1696,6463100
1697,5642300
1698,6022800
1699,6091600
1700,6024800
1701,6117900
1702,6089600
1703,6028900
1704,6124700
1705,6054000
1706,6054200
1707,5983500
1708,6092000
1709,6265500
1710,5993500
1711,5961500
1712,6258900
1713,5869200
1714,6076400
1715,6070300
1716,6016500
1717,6113800
1718,6182600
1719,5898300
1720,6206400
1721,6269900
1722,6201100
1723,5670100
1724,5990900
1725,6056700
1726,6286600
1727,5854800
1728,6133200
1729,6159600
1730,6016400
1731,5971300
1732,6049300
1733,6182100
1734,5944100
1735,6101500
1736,6120100
1737,6015500
1738,5976000
1739,6155500
1740,5995400
1741,6104500
1742,6086200
1743,6132400
1744,5900400
1745,6123400
1746,6065300
1747,6028200
1748,6067200
1749,6216700
1750,5994500
1751,6165900
1752,5972100
1753,6075800
1754,6055800
1755,6111600
1756,6022900
1757,6108000
1758,6036500
1759,6082800
1760,5962300
1761,6056300
1762,6125900
1763,5988300
1764,6072500
1765,6347100
1766,5845100
1767,6166500
1768,5973900
1769,6186000
1770,6023400
